"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"47119099999","2021-01-01","37.2666666","126.9833333","35.0","SUWON, KS","  25.2"," 8","  17.0"," 8","1026.2"," 8","021.1"," 8","  9.4"," 8","  2.5"," 8","  4.9","999.9","  31.1","*","  13.3"," ","99.99"," ","999.9","001000"
"47119099999","2021-01-02","37.2666666","126.9833333","35.0","SUWON, KS","  22.6"," 8","   6.8"," 8","1031.8"," 8","026.6"," 8"," 12.4"," 8","  4.6"," 8","  8.7","999.9","  30.2","*","  14.4","*"," 0.00","I","999.9","000000"
"47119099999","2021-01-03","37.2666666","126.9833333","35.0","SUWON, KS","  22.0"," 8","  10.2"," 8","1034.5"," 8","029.2"," 8"," 11.6"," 8","  2.7"," 8","  5.1","999.9","  30.7","*","  13.8"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-04","37.2666666","126.9833333","35.0","SUWON, KS","  28.4"," 8","  18.9"," 8","1030.3"," 8","025.2"," 8","  9.6"," 8","  3.0"," 8","  5.1","999.9","  32.9","*","  13.3"," ","99.99"," ","999.9","001000"
"47119099999","2021-01-05","37.2666666","126.9833333","35.0","SUWON, KS","  19.4"," 8","   4.5"," 8","1030.6"," 8","025.4"," 8"," 12.4"," 8","  4.9"," 8","  9.9","999.9","  25.9","*","   9.9","*"," 0.00","I","999.9","000000"
"47119099999","2021-01-06","37.2666666","126.9833333","35.0","SUWON, KS","  18.1"," 8","   4.9"," 8","1023.3"," 8","018.1"," 8","  9.5"," 8","  6.8"," 8"," 15.9","999.9","  26.2","*","   5.5","*"," 0.12","E","999.9","001000"
"47119099999","2021-01-07","37.2666666","126.9833333","35.0","SUWON, KS","   5.5"," 8","  -8.2"," 8","1027.7"," 8","022.3"," 8"," 12.4"," 8","  6.8"," 8","  9.7","999.9","  10.0","*","   0.1","*"," 0.12","E","999.9","000000"
"47119099999","2021-01-08","37.2666666","126.9833333","35.0","SUWON, KS","   6.1"," 8","  -7.0"," 8","1025.5"," 8","020.1"," 8"," 12.4"," 8","  3.6"," 8","  7.0","999.9","  12.4","*","  -1.1"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-09","37.2666666","126.9833333","35.0","SUWON, KS","   9.9"," 8","  -0.5"," 8","1026.5"," 8","021.2"," 8"," 11.3"," 8","  2.9"," 8","  6.0","999.9","  17.6","*","  -1.5"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-10","37.2666666","126.9833333","35.0","SUWON, KS","  17.8"," 8","   8.9"," 8","1029.0"," 8","023.8"," 8"," 10.1"," 8","  1.9"," 8","  2.9","999.9","  25.7","*","   1.8"," ","99.99"," ","999.9","001000"
"47119099999","2021-01-11","37.2666666","126.9833333","35.0","SUWON, KS","  19.5"," 8","  13.4"," 8","1024.7"," 8","019.5"," 8","  6.9"," 8","  1.5"," 8","  2.9","999.9","  25.0","*","   9.5"," "," 0.00","E","999.9","000000"
"47119099999","2021-01-12","37.2666666","126.9833333","35.0","SUWON, KS","  27.3"," 8","  24.7"," 8","1016.9"," 8","011.9"," 8","  3.5"," 8","  2.3"," 8","  5.1","999.9","  32.9","*","  12.2"," "," 0.08","E","999.9","101000"
"47119099999","2021-01-13","37.2666666","126.9833333","35.0","SUWON, KS","  35.8"," 8","  29.8"," 8","1017.5"," 8","012.5"," 8","  6.9"," 8","  4.2"," 8","  9.7","999.9","  47.5","*","  23.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-14","37.2666666","126.9833333","35.0","SUWON, KS","  36.4"," 8","  19.4"," 8","1020.9"," 8","015.9"," 8"," 10.3"," 8","  3.5"," 8","  7.0","999.9","  45.0","*","  22.5"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-15","37.2666666","126.9833333","35.0","SUWON, KS","  37.2"," 8","  31.4"," 8","1017.9"," 8","012.9"," 8","  6.8"," 8","  5.9"," 8"," 11.7","999.9","  50.0","*","  25.2","*"," 0.00","I","999.9","000000"
"47119099999","2021-01-16","37.2666666","126.9833333","35.0","SUWON, KS","  21.6"," 8","  10.6"," 8","1028.2"," 8","023.0"," 8"," 11.0"," 8","  5.2"," 8","  8.7","999.9","  27.5","*","  14.0","*"," 0.00","I","999.9","000000"
"47119099999","2021-01-17","37.2666666","126.9833333","35.0","SUWON, KS","  25.1"," 8","  16.9"," 8","1025.6"," 8","020.5"," 8","  8.6"," 8","  2.9"," 8","  4.9","999.9","  28.4","*","  12.0"," ","99.99"," ","999.9","001000"
"47119099999","2021-01-18","37.2666666","126.9833333","35.0","SUWON, KS","  23.1"," 8","  12.6"," 8","1024.5"," 8","019.3"," 8","  9.9"," 8","  5.8"," 8"," 10.7","999.9","  33.1","*","  11.1","*"," 0.04","E","999.9","001000"
"47119099999","2021-01-19","37.2666666","126.9833333","35.0","SUWON, KS","  21.9"," 8","   6.4"," 8","1033.1"," 8","027.9"," 8"," 12.0"," 8","  1.9"," 8","  2.9","999.9","  29.3","*","  10.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-20","37.2666666","126.9833333","35.0","SUWON, KS","  35.3"," 8","  14.8"," 8","1028.7"," 8","023.6"," 8"," 11.7"," 8","  2.7"," 8","  6.8","999.9","  44.6","*","  16.5"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-21","37.2666666","126.9833333","35.0","SUWON, KS","  41.1"," 8","  36.1"," 8","1021.6"," 8","016.6"," 8","  4.0"," 8","  1.7"," 8","  4.1","999.9","  46.9"," ","  31.6"," "," 0.31","E","999.9","110000"
"47119099999","2021-01-22","37.2666666","126.9833333","35.0","SUWON, KS","  41.9"," 8","  40.8"," 8","1019.9"," 8","015.0"," 8","  4.9"," 8","  2.1"," 8","  3.9","999.9","  45.0","*","  37.8","*"," 0.04","E","999.9","000000"
"47119099999","2021-01-23","37.2666666","126.9833333","35.0","SUWON, KS","  46.7"," 8","  35.6"," 8","1021.3"," 8","016.4"," 8"," 12.4"," 8","  4.9"," 8","  8.0","999.9","  53.8","*","  35.4"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-24","37.2666666","126.9833333","35.0","SUWON, KS","  43.0"," 8","  34.1"," 8","1027.2"," 8","022.2"," 8"," 11.0"," 8","  1.8"," 8","  6.0","999.9","  54.5","*","  34.2","*"," 0.00","I","999.9","000000"
"47119099999","2021-01-25","37.2666666","126.9833333","35.0","SUWON, KS","  45.6"," 8","  34.7"," 8","1023.9"," 8","019.0"," 8","  9.7"," 8","  3.5"," 8","  8.0","999.9","  57.2","*","  33.1"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-26","37.2666666","126.9833333","35.0","SUWON, KS","  37.5"," 8","  35.7"," 8","1021.4"," 8","016.4"," 8","  4.7"," 8","  2.5"," 8","  5.1","999.9","  43.7","*","  30.2","*"," 0.17","F","999.9","010000"
"47119099999","2021-01-27","37.2666666","126.9833333","35.0","SUWON, KS","  34.5"," 8","  19.3"," 8","1022.3"," 8","017.3"," 8"," 12.0"," 8","  2.7"," 8","  6.8","999.9","  43.2","*","  27.7"," "," 0.00","I","999.9","000000"
"47119099999","2021-01-28","37.2666666","126.9833333","35.0","SUWON, KS","  23.0"," 8","   9.7"," 8","1020.4"," 8","015.2"," 8"," 11.7"," 8"," 10.3"," 8"," 15.5","999.9","  34.3","*","  13.6","*"," 0.08","E","999.9","001000"
"47119099999","2021-01-29","37.2666666","126.9833333","35.0","SUWON, KS","  19.8"," 8","   4.0"," 8","1027.1"," 8","021.9"," 8"," 12.4"," 8","  5.2"," 8","  8.9","999.9","  23.7","*","  12.2"," ","99.99"," ","999.9","001000"
"47119099999","2021-01-30","37.2666666","126.9833333","35.0","SUWON, KS","  30.7"," 8","  24.1"," 8","1027.4"," 8","022.3"," 8","  8.5"," 8","  2.8"," 8","  9.7","999.9","  42.8","*","  16.9"," ","99.99"," ","999.9","001000"
"47119099999","2021-01-31","37.2666666","126.9833333","35.0","SUWON, KS","  43.1"," 8","  32.7"," 8","1023.4"," 8","018.4"," 8","  9.9"," 8","  3.1"," 8","  5.8","999.9","  50.2","*","  21.6"," ","99.99"," ","999.9","010000"
"47119099999","2021-02-01","37.2666666","126.9833333","35.0","SUWON, KS","  36.4"," 8","  28.8"," 8","1019.2"," 8","014.2"," 8","  5.4"," 8","  6.2"," 8","  8.7","999.9","  47.7","*","  21.6","*"," 0.08","E","999.9","000000"
"47119099999","2021-02-02","37.2666666","126.9833333","35.0","SUWON, KS","  21.1"," 8","   8.1"," 8","1027.9"," 8","022.7"," 8"," 11.5"," 8","  5.3"," 8","  8.7","999.9","  25.9","*","  13.8","*","99.99"," ","999.9","001000"
"47119099999","2021-02-03","37.2666666","126.9833333","35.0","SUWON, KS","  28.6"," 8","  18.7"," 8","1025.2"," 8","020.0"," 8"," 10.8"," 8","  4.5"," 8","  8.0","999.9","  34.7","*","  13.5"," "," 0.00","E","999.9","001000"
"47119099999","2021-02-04","37.2666666","126.9833333","35.0","SUWON, KS","  24.6"," 8","  11.3"," 8","1027.7"," 8","022.6"," 8"," 12.4"," 8","  2.8"," 8","  5.8","999.9","  30.7","*","  17.6"," "," 0.20","E","999.9","000000"
"47119099999","2021-02-05","37.2666666","126.9833333","35.0","SUWON, KS","  36.3"," 8","  27.6"," 8","1019.2"," 8","014.2"," 8"," 11.9"," 8","  2.9"," 8","  5.1","999.9","  42.8","*","  20.5"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-06","37.2666666","126.9833333","35.0","SUWON, KS","  44.0"," 8","  40.5"," 8","1016.4"," 8","011.5"," 8","  4.0"," 8","  3.3"," 8","  5.8","999.9","  49.5","*","  33.4"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-07","37.2666666","126.9833333","35.0","SUWON, KS","  33.7"," 8","  23.9"," 8","1023.8"," 8","018.7"," 8","  8.4"," 8","  4.4"," 8","  8.0","999.9","  42.3","*","  23.9","*"," 0.00","I","999.9","100000"
"47119099999","2021-02-08","37.2666666","126.9833333","35.0","SUWON, KS","  26.3"," 8","   8.1"," 8","1029.8"," 8","024.7"," 8"," 12.4"," 8","  5.7"," 8"," 11.1","999.9","  32.0","*","  19.6","*"," 0.00","I","999.9","000000"
"47119099999","2021-02-09","37.2666666","126.9833333","35.0","SUWON, KS","  30.6"," 7","  18.0"," 7","1028.2"," 7","023.1"," 7"," 12.4"," 7","  2.4"," 7","  6.8","999.9","  38.3","*","  18.7"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-10","37.2666666","126.9833333","35.0","SUWON, KS","  39.9"," 4","  31.9"," 4","1025.3"," 4","020.3"," 4"," 10.9"," 4","  3.2"," 4","  4.9","999.9","  44.6","*","  25.9"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-13","37.2666666","126.9833333","35.0","SUWON, KS","  39.1"," 4","  33.8"," 4","1020.9"," 4","015.9"," 4","  3.1"," 4","  1.9"," 4","  2.7","999.9","  41.4","*","  36.9","*","99.99"," ","999.9","010000"
"47119099999","2021-02-14","37.2666666","126.9833333","35.0","SUWON, KS","  47.0"," 8","  34.8"," 8","1012.9"," 8","008.0"," 8","  4.0"," 8","  2.1"," 8","  5.1","999.9","  56.3","*","  36.3"," ","99.99"," ","999.9","010000"
"47119099999","2021-02-15","37.2666666","126.9833333","35.0","SUWON, KS","  29.1"," 8","  19.0"," 8","1014.6"," 8","009.6"," 8"," 11.3"," 8","  8.6"," 8"," 13.0","999.9","  37.6","*","  19.9","*"," 0.02","E","999.9","000000"
"47119099999","2021-02-16","37.2666666","126.9833333","35.0","SUWON, KS","  22.1"," 8","  11.5"," 8","1017.8"," 8","012.7"," 8"," 10.0"," 8","  6.9"," 8"," 11.1","999.9","  27.0","*","  14.7","*"," 0.08","E","999.9","001000"
"47119099999","2021-02-17","37.2666666","126.9833333","35.0","SUWON, KS","  17.4"," 8","   2.9"," 8","1020.5"," 8","015.3"," 8"," 12.4"," 8","  9.4"," 8"," 12.6","999.9","  22.1","*","  14.4"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-18","37.2666666","126.9833333","35.0","SUWON, KS","  23.2"," 8","  10.6"," 8","1023.2"," 8","018.0"," 8"," 12.1"," 8","  4.5"," 8","  8.0","999.9","  29.8","*","  14.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-19","37.2666666","126.9833333","35.0","SUWON, KS","  39.9"," 5","  30.0"," 5","1016.7"," 5","011.8"," 5"," 10.1"," 5","  5.6"," 5"," 10.7","999.9","  47.7","*","  17.4"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-21","37.2666666","126.9833333","35.0","SUWON, KS","  50.3"," 7","  40.6"," 7","1010.2"," 7","005.4"," 7","  8.5"," 7","  4.1"," 7","  9.7","999.9","  64.4","*","  35.1"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-22","37.2666666","126.9833333","35.0","SUWON, KS","  41.1"," 8","  25.7"," 8","1019.0"," 8","014.0"," 8","  9.5"," 8","  5.9"," 8","  8.7","999.9","  53.6","*","  28.8","*"," 0.00","I","999.9","000000"
"47119099999","2021-02-23","37.2666666","126.9833333","35.0","SUWON, KS","  32.1"," 8","  12.5"," 8","1026.7"," 8","021.6"," 8"," 12.2"," 8","  4.4"," 8","  7.8","999.9","  38.3","*","  27.5"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-24","37.2666666","126.9833333","35.0","SUWON, KS","  36.0"," 8","  17.3"," 8","1025.2"," 8","020.2"," 8"," 11.0"," 8","  2.2"," 8","  5.1","999.9","  47.7","*","  28.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-25","37.2666666","126.9833333","35.0","SUWON, KS","  38.7"," 8","  23.5"," 8","1023.7"," 8","018.7"," 8","  9.2"," 8","  1.6"," 8","  3.9","999.9","  46.6","*","  28.0"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-26","37.2666666","126.9833333","35.0","SUWON, KS","  48.8"," 8","  22.6"," 8","1024.9"," 8","020.0"," 8"," 12.2"," 8","  3.4"," 8","  5.8","999.9","  58.5","*","  29.7"," "," 0.00","I","999.9","000000"
"47119099999","2021-02-27","37.2666666","126.9833333","35.0","SUWON, KS","  47.2"," 8","  29.9"," 8","1028.9"," 8","024.0"," 8"," 12.4"," 8","  6.0"," 8","  9.9","999.9","  58.1","*","  36.9","*"," 0.00","I","999.9","000000"
"47119099999","2021-02-28","37.2666666","126.9833333","35.0","SUWON, KS","  46.1"," 8","  32.7"," 8","1024.0"," 8","019.1"," 8"," 10.3"," 8","  2.3"," 8","  7.8","999.9","  50.7","*","  33.6"," ","99.99"," ","999.9","010000"
"47119099999","2021-03-01","37.2666666","126.9833333","35.0","SUWON, KS","  38.8"," 8","  37.9"," 8","1015.2"," 8","010.3"," 8","  6.8"," 8","  4.1"," 8","  5.8","999.9","  45.9","*","  32.9","*"," 2.72","F","999.9","011000"
"47119099999","2021-03-02","37.2666666","126.9833333","35.0","SUWON, KS","  35.1"," 8","  30.0"," 8","1028.0"," 8","023.0"," 8","  9.7"," 8","  2.1"," 8","  5.1","999.9","  43.0","*","  28.9","*"," 0.08","E","999.9","000000"
"47119099999","2021-03-03","37.2666666","126.9833333","35.0","SUWON, KS","  39.6"," 8","  30.4"," 8","1028.5"," 8","023.5"," 8","  8.7"," 8","  2.2"," 8","  5.1","999.9","  46.8","*","  28.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-04","37.2666666","126.9833333","35.0","SUWON, KS","  44.0"," 8","  35.1"," 8","1023.1"," 8","018.2"," 8","  8.7"," 8","  2.5"," 8","  5.8","999.9","  52.9","*","  32.7"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-05","37.2666666","126.9833333","35.0","SUWON, KS","  46.5"," 8","  39.8"," 8","1022.4"," 8","017.5"," 8","  5.8"," 8","  3.6"," 8","  8.0","999.9","  59.0","*","  33.8"," "," 0.00","I","999.9","100000"
"47119099999","2021-03-06","37.2666666","126.9833333","35.0","SUWON, KS","  44.1"," 8","  33.6"," 8","1028.5"," 8","023.5"," 8"," 10.8"," 8","  6.5"," 8","  9.9","999.9","  52.9","*","  37.9","*"," 0.00","I","999.9","000000"
"47119099999","2021-03-07","37.2666666","126.9833333","35.0","SUWON, KS","  40.8"," 8","  34.4"," 8","1028.2"," 8","023.2"," 8","  7.4"," 8","  3.2"," 8","  6.0","999.9","  50.4","*","  32.2","*"," 0.00","I","999.9","000000"
"47119099999","2021-03-08","37.2666666","126.9833333","35.0","SUWON, KS","  40.9"," 8","  32.1"," 8","1026.9"," 8","021.9"," 8","  6.8"," 8","  2.5"," 8","  4.1","999.9","  54.9","*","  29.8"," "," 0.00","I","999.9","100000"
"47119099999","2021-03-09","37.2666666","126.9833333","35.0","SUWON, KS","  41.6"," 8","  30.3"," 8","1026.9"," 8","021.9"," 8","  6.8"," 8","  3.9"," 8","  7.8","999.9","  52.0","*","  31.1"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-10","37.2666666","126.9833333","35.0","SUWON, KS","  45.7"," 8","  35.6"," 8","1028.7"," 8","023.8"," 8","  4.9"," 8","  2.2"," 8","  5.1","999.9","  59.2","*","  31.5"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-11","37.2666666","126.9833333","35.0","SUWON, KS","  49.7"," 8","  33.1"," 8","1024.6"," 8","019.7"," 8","  5.7"," 8","  2.1"," 8","  4.1","999.9","  61.2","*","  34.7"," ","99.99"," ","999.9","010000"
"47119099999","2021-03-12","37.2666666","126.9833333","35.0","SUWON, KS","  47.6"," 8","  39.0"," 8","1022.4"," 8","017.5"," 8","  8.1"," 8","  2.5"," 8","  5.1","999.9","  54.0","*","  37.9","*"," 0.01","E","999.9","010000"
"47119099999","2021-03-13","37.2666666","126.9833333","35.0","SUWON, KS","  45.8"," 8","  37.5"," 8","1021.2"," 8","016.3"," 8","  6.6"," 8","  3.1"," 8","  7.8","999.9","  57.2","*","  35.2","*"," 0.00","I","999.9","000000"
"47119099999","2021-03-14","37.2666666","126.9833333","35.0","SUWON, KS","  45.4"," 8","  39.4"," 8","1020.4"," 8","015.5"," 8","  4.1"," 8","  2.6"," 8","  5.8","999.9","  54.9","*","  34.9"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-15","37.2666666","126.9833333","35.0","SUWON, KS","  52.0"," 8","  43.0"," 8","1015.2"," 8","010.4"," 8","  5.4"," 8","  5.0"," 8","  8.0","999.9","  59.9","*","  36.1"," ","99.99"," ","999.9","010000"
"47119099999","2021-03-16","37.2666666","126.9833333","35.0","SUWON, KS","  43.0"," 8","  27.2"," 8","1017.8"," 8","012.9"," 8"," 11.7"," 8","  5.1"," 8","  9.7","999.9","  50.4","*","  34.9","*"," 0.12","E","999.9","000000"
"47119099999","2021-03-17","37.2666666","126.9833333","35.0","SUWON, KS","  45.3"," 8","  31.6"," 8","1020.0"," 8","015.1"," 8"," 11.0"," 8","  2.7"," 8","  6.0","999.9","  60.3","*","  32.9"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-18","37.2666666","126.9833333","35.0","SUWON, KS","  53.0"," 8","  37.4"," 8","1019.7"," 8","014.8"," 8","  8.7"," 8","  2.3"," 8","  5.1","999.9","  64.8","*","  34.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-19","37.2666666","126.9833333","35.0","SUWON, KS","  57.9"," 8","  39.3"," 8","1017.5"," 8","012.7"," 8"," 12.4"," 8","  5.0"," 8","  7.8","999.9","  65.1","*","  48.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-20","37.2666666","126.9833333","35.0","SUWON, KS","  44.8"," 8","  42.8"," 8","1013.5"," 8","008.6"," 8","  5.4"," 8","  4.7"," 8","  6.8","999.9","  49.5","*","  40.5","*"," 0.17","F","999.9","010000"
"47119099999","2021-03-21","37.2666666","126.9833333","35.0","SUWON, KS","  40.9"," 8","  30.8"," 8","1017.5"," 8","012.6"," 8"," 10.3"," 8","  7.7"," 8"," 13.6","999.9","  46.4","*","  34.9","*"," 0.00","I","999.9","000000"
"47119099999","2021-03-22","37.2666666","126.9833333","35.0","SUWON, KS","  42.6"," 8","  32.5"," 8","1021.5"," 8","016.6"," 8","  8.7"," 8","  4.7"," 8"," 10.7","999.9","  50.9","*","  33.8"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-23","37.2666666","126.9833333","35.0","SUWON, KS","  48.9"," 8","  38.3"," 8","1021.1"," 8","016.2"," 8","  9.1"," 8","  4.4"," 8","  9.7","999.9","  59.4","*","  34.7"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-24","37.2666666","126.9833333","35.0","SUWON, KS","  51.2"," 8","  40.7"," 8","1020.6"," 8","015.8"," 8"," 11.0"," 8","  3.8"," 8","  9.9","999.9","  63.0","*","  39.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-25","37.2666666","126.9833333","35.0","SUWON, KS","  49.5"," 8","  43.2"," 8","1022.2"," 8","017.4"," 8","  4.3"," 8","  3.9"," 8","  8.0","999.9","  63.9","*","  40.1","*"," 0.00","I","999.9","100000"
"47119099999","2021-03-26","37.2666666","126.9833333","35.0","SUWON, KS","  54.6"," 8","  39.0"," 8","1019.5"," 8","014.7"," 8","  5.4"," 8","  1.6"," 8","  2.9","999.9","  67.6","*","  39.7"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-27","37.2666666","126.9833333","35.0","SUWON, KS","  53.9"," 8","  49.5"," 8","1006.3"," 8","001.5"," 8","  5.1"," 8","  5.9"," 8","  9.9","999.9","  58.8","*","  44.1"," "," 0.59","E","999.9","010000"
"47119099999","2021-03-28","37.2666666","126.9833333","35.0","SUWON, KS","  47.8"," 8","  46.9"," 8","1005.3"," 8","000.5"," 8","  5.3"," 8","  5.1"," 8","  7.0","999.9","  49.8","*","  45.9","*"," 0.36","F","999.9","010000"
"47119099999","2021-03-29","37.2666666","126.9833333","35.0","SUWON, KS","  47.4"," 8","  37.0"," 8","1010.3"," 8","005.5"," 8","  5.5"," 8","  3.7"," 8","  7.8","999.9","  57.4","*","  35.4","*"," 0.02","E","999.9","000000"
"47119099999","2021-03-30","37.2666666","126.9833333","35.0","SUWON, KS","  49.7"," 8","  31.0"," 7","1013.9"," 8","009.1"," 8"," 10.8"," 8","  3.3"," 8","  8.7","999.9","  63.9","*","  34.9"," "," 0.00","I","999.9","000000"
"47119099999","2021-03-31","37.2666666","126.9833333","35.0","SUWON, KS","  57.3"," 8","  38.0"," 8","1014.9"," 8","010.2"," 8"," 10.0"," 8","  1.8"," 8","  4.1","999.9","  71.1","*","  36.0"," "," 0.00","I","999.9","000000"
"47119099999","2021-04-01","37.2666666","126.9833333","35.0","SUWON, KS","  64.0"," 8","  32.6"," 8","1019.4"," 8","014.7"," 8"," 12.4"," 8","  8.7"," 8","  9.9","999.9","  74.7","*","  46.2"," "," 0.00","I","999.9","000000"
"47119099999","2021-04-02","37.2666666","126.9833333","35.0","SUWON, KS","  65.3"," 8","  43.2"," 8","1017.7"," 8","013.0"," 8"," 11.9"," 8","  4.1"," 8","  9.7","999.9","  70.7","*","  55.2"," "," 0.00","I","999.9","000000"
